Note this might be a inaccurate result since the NAG's learning rate decay schedule was
added on top of the RMSProp's own learning rate decay schedule. Therefore these results
cannot yet be trusted until the RMSProp Model is re-run without removing the NAG's 
learning rate decay schedule.

Imports successful
Model Init Done.
Preprocessing Step Successful.
Initialization of train_data and val_data successful.
Per Device Batch Size: 256
Using rmsprop Optimizer
{'learning_rate': 0.001, 'gamma1': 0.9, 'gamma2': 0.9, 'epsilon': 1e-08}
[Epoch 63] train=0.859275 val_top1=0.730100 val_top5=0.951600 loss=21384.762306 time: 31.483484
[Epoch 64] train=0.860337 val_top1=0.729300 val_top5=0.952000 loss=21275.756622 time: 31.468564
[Epoch 65] train=0.858694 val_top1=0.730400 val_top5=0.952200 loss=21379.307045 time: 31.521221
[Epoch 66] train=0.861358 val_top1=0.728500 val_top5=0.951500 loss=21120.455688 time: 31.558998
[Epoch 67] train=0.861579 val_top1=0.729400 val_top5=0.950600 loss=21255.365028 time: 31.589708
[Epoch 68] train=0.862079 val_top1=0.730000 val_top5=0.951900 loss=21181.211128 time: 31.603744
[Epoch 69] train=0.859756 val_top1=0.729900 val_top5=0.951700 loss=21158.413277 time: 31.475663
[Epoch 70] train=0.861959 val_top1=0.730700 val_top5=0.951000 loss=21069.266518 time: 31.693261
[Epoch 71] train=0.860557 val_top1=0.729500 val_top5=0.951800 loss=21272.377121 time: 31.384324
[Epoch 72] train=0.860938 val_top1=0.731000 val_top5=0.952000 loss=21161.800613 time: 31.380985
[Epoch 73] train=0.862720 val_top1=0.729800 val_top5=0.951100 loss=20943.276566 time: 31.470947
[Epoch 74] train=0.862720 val_top1=0.728600 val_top5=0.951000 loss=20967.160500 time: 31.438860
[Epoch 75] train=0.861398 val_top1=0.731200 val_top5=0.950800 loss=21158.278496 time: 31.589868
[Epoch 76] train=0.861178 val_top1=0.731900 val_top5=0.951000 loss=20952.802322 time: 31.445727
[Epoch 77] train=0.862179 val_top1=0.730600 val_top5=0.951200 loss=20826.867371 time: 31.709782
[Epoch 78] train=0.861378 val_top1=0.730900 val_top5=0.951700 loss=20974.610893 time: 31.642914
[Epoch 79] train=0.861318 val_top1=0.731600 val_top5=0.951100 loss=20858.084358 time: 31.484140
[Epoch 80] train=0.860457 val_top1=0.730400 val_top5=0.951200 loss=21096.318382 time: 31.595772
[Epoch 81] train=0.861458 val_top1=0.728900 val_top5=0.951000 loss=20878.285370 time: 31.688813
[Epoch 82] train=0.861819 val_top1=0.732500 val_top5=0.951200 loss=21009.076653 time: 31.506156
[Epoch 83] train=0.863542 val_top1=0.731900 val_top5=0.951100 loss=20788.945053 time: 31.560558
[Epoch 84] train=0.861819 val_top1=0.729000 val_top5=0.951300 loss=20960.335022 time: 31.356510
[Epoch 85] train=0.863261 val_top1=0.730400 val_top5=0.950900 loss=20832.939445 time: 31.617596
[Epoch 86] train=0.863562 val_top1=0.731600 val_top5=0.951800 loss=20827.313858 time: 31.668369
[Epoch 87] train=0.862560 val_top1=0.731300 val_top5=0.951500 loss=20661.312149 time: 31.641810
[Epoch 88] train=0.863421 val_top1=0.732200 val_top5=0.950400 loss=20751.620018 time: 31.546898
[Epoch 89] train=0.863542 val_top1=0.731200 val_top5=0.951400 loss=20736.456520 time: 31.499458
[Epoch 90] train=0.864343 val_top1=0.731500 val_top5=0.951600 loss=20504.547417 time: 31.375118
[Epoch 91] train=0.863141 val_top1=0.728900 val_top5=0.952000 loss=20751.521225 time: 31.707995
[Epoch 92] train=0.866326 val_top1=0.731000 val_top5=0.951300 loss=20652.866905 time: 31.711083
[Epoch 93] train=0.864042 val_top1=0.730500 val_top5=0.950800 loss=20622.123749 time: 31.515453
[Epoch 94] train=0.864323 val_top1=0.731000 val_top5=0.950700 loss=20689.579971 time: 31.536596
[Epoch 95] train=0.864283 val_top1=0.729700 val_top5=0.951900 loss=20647.556343 time: 31.901077
[Epoch 96] train=0.866747 val_top1=0.730700 val_top5=0.951300 loss=20443.962914 time: 31.695422
[Epoch 97] train=0.864944 val_top1=0.730800 val_top5=0.950700 loss=20515.929520 time: 31.674438
[Epoch 98] train=0.863261 val_top1=0.729900 val_top5=0.951200 loss=20500.130013 time: 31.628889
[Epoch 99] train=0.862921 val_top1=0.729800 val_top5=0.951000 loss=20800.130196 time: 31.566837
[Epoch 100] train=0.865264 val_top1=0.730800 val_top5=0.950800 loss=20489.914810 time: 31.435466
[Epoch 101] train=0.865084 val_top1=0.730200 val_top5=0.950900 loss=20653.734001 time: 31.615965
[Epoch 102] train=0.866266 val_top1=0.731300 val_top5=0.951400 loss=20470.370941 time: 31.633814
[Epoch 103] train=0.864323 val_top1=0.731300 val_top5=0.951200 loss=20608.867729 time: 31.511320
[Epoch 104] train=0.863562 val_top1=0.729600 val_top5=0.950800 loss=20774.807213 time: 31.630673
[Epoch 105] train=0.865345 val_top1=0.729700 val_top5=0.951400 loss=20408.911270 time: 31.423394
[Epoch 106] train=0.863842 val_top1=0.730800 val_top5=0.950800 loss=20727.815125 time: 31.576743
[Epoch 107] train=0.866206 val_top1=0.730600 val_top5=0.951300 loss=20488.147507 time: 31.517052
[Epoch 108] train=0.864984 val_top1=0.731300 val_top5=0.951200 loss=20622.884636 time: 31.711048
[Epoch 109] train=0.865104 val_top1=0.729600 val_top5=0.951300 loss=20390.310547 time: 31.607390
[Epoch 110] train=0.863121 val_top1=0.730500 val_top5=0.950700 loss=20686.889244 time: 31.798703
[Epoch 111] train=0.863101 val_top1=0.730300 val_top5=0.950900 loss=20663.005333 time: 31.522799
[Epoch 112] train=0.864683 val_top1=0.730300 val_top5=0.951500 loss=20627.355415 time: 31.616617
[Epoch 113] train=0.864203 val_top1=0.730800 val_top5=0.951000 loss=20589.492752 time: 31.471522
[Epoch 114] train=0.865304 val_top1=0.731100 val_top5=0.951200 loss=20573.278580 time: 31.527139
[Epoch 115] train=0.865365 val_top1=0.729200 val_top5=0.951200 loss=20528.420891 time: 31.351832
[Epoch 116] train=0.865605 val_top1=0.731300 val_top5=0.951500 loss=20462.952148 time: 31.159990
[Epoch 117] train=0.865024 val_top1=0.730000 val_top5=0.951000 loss=20719.823578 time: 31.431082
[Epoch 118] train=0.863502 val_top1=0.730700 val_top5=0.950800 loss=20728.773918 time: 31.376885
[Epoch 119] train=0.865805 val_top1=0.730300 val_top5=0.951100 loss=20522.294277 time: 31.434248
Done.
